FoodID,MeasureID,MeasureDescription,MeasureDescriptionF,ConversionFactorValue
502016,371,100ml slices,100ml tranches,0.78618
502016,971,125ml slices,125ml tranches,0.98272
502016,979,250ml slices,250ml tranches,1.96544
502016,1457,140g,140g,1.40000
502017,363,100ml pieces,100ml morceaux,0.48994
502017,1145,125ml pieces,125ml morceaux,0.61243
502017,1146,250ml pieces,250ml morceaux,1.22850
502017,1470,85g,85g,0.85000
502018,72,1 cracker,1 craquelin,0.04200
502018,1494,20g,20g,0.20000
502018,1544,6 squares,6 carrés,0.29000
502019,231,1 round,1 rond,0.35000
502019,1496,75g,75g,0.75000
502019,502447,2 round waffles,2 gauffres rondes,0.70000
502020,1481,4g,4g,0.04000
502021,1456,40g,40g,0.40000
502022,233,1 sandwich,1 sandwich,2.71000
502022,1457,140g,140g,1.40000
502023,196,1 piece,1 morceau,1.36000
502023,1455,100g,100g,1.00000
502023,1496,75g,75g,0.75000
502024,196,1 piece,1 morceau,1.99000
502024,1455,100g,100g,1.00000
502025,196,1 piece,1 morceau,0.40000
502025,1496,75g,75g,0.75000
502026,196,1 piece,1 morceau,0.75000
502026,1455,100g,100g,1.00000
502027,196,1 piece,1 morceau,0.84000
502027,1455,100g,100g,1.00000
502027,1496,75g,75g,0.75000
502029,196,1 piece,1 morceau,1.36000
502029,1455,100g,100g,1.00000
502030,196,1 piece,1 morceau,0.27000
502030,1455,100g,100g,1.00000
502031,196,1 piece,1 morceau,0.63000
502031,1455,100g,100g,1.00000
502032,1455,100g,100g,1.00000
502033,990,50g,50g,0.50000
502034,867,1 serving,1 portion,0.23000
502034,1456,40g,40g,0.40000
502035,990,50g,50g,0.50000
502035,1454,30g,30g,0.30000
502036,196,1 piece,1 morceau,0.31000
502036,402,2 pieces,2 morceaux,0.62000
502036,445,6 pieces,6 morceaux,1.86000
502036,990,50g,50g,0.50000
502037,196,1 piece,1 morceau,0.89000
502037,1461,55g,55g,0.55000
502039,1481,4g,4g,0.04000
502040,1481,4g,4g,0.04000
502041,867,1 serving,1 portion,1.49000
502041,987,175g,175g,1.75000
502044,341,100ml,100ml,0.98478
502044,415,250ml,250ml,2.46196
502044,640,60ml,60ml,0.59087
502051,341,100ml,100ml,0.13102
502051,383,125ml,125ml,0.16378
502051,389,175ml,175ml,0.22929
502051,415,250ml,250ml,0.32756
502051,1454,30g,30g,0.30000
502051,1461,55g,55g,0.55000
502052,341,100ml,100ml,0.16906
502052,383,125ml,125ml,0.21133
502052,389,175ml,175ml,0.29586
502052,415,250ml,250ml,0.42265
502052,1454,30g,30g,0.30000
502053,341,100ml,100ml,0.16906
502053,383,125ml,125ml,0.21133
502053,389,175ml,175ml,0.29586
502053,415,250ml,250ml,0.42266
502053,1454,30g,30g,0.30000
502055,341,100ml,100ml,0.16906
502055,383,125ml,125ml,0.21133
502055,389,175ml,175ml,0.29586
502055,415,250ml,250ml,0.42265
502055,1454,30g,30g,0.30000
502056,341,100ml,100ml,0.30854
502056,383,125ml,125ml,0.38567
502056,389,175ml,175ml,0.53994
502056,415,250ml,250ml,0.77134
502056,1454,30g,30g,0.30000
502056,1461,55g,55g,0.55000
502057,341,100ml,100ml,0.16906
502057,383,125ml,125ml,0.21133
502057,389,175ml,175ml,0.29586
502057,415,250ml,250ml,0.42265
502057,1454,30g,30g,0.30000
502058,341,100ml,100ml,0.19019
502058,383,125ml,125ml,0.23774
502058,389,175ml,175ml,0.33583
502058,415,250ml,250ml,0.47549
502058,1454,30g,30g,0.30000
502058,1461,55g,55g,0.55000
502059,341,100ml,100ml,0.30854
502059,383,125ml,125ml,0.38567
502059,389,175ml,175ml,0.53994
502059,415,250ml,250ml,0.77134
502059,1454,30g,30g,0.30000
502059,1461,55g,55g,0.55000
502062,341,100ml,100ml,0.30854
502062,383,125ml,125ml,0.38567
502062,389,175ml,175ml,0.53994
502062,415,250ml,250ml,0.77134
502062,1454,30g,30g,0.30000
502062,1461,55g,55g,0.55000
502063,341,100ml,100ml,0.30854
502063,383,125ml,125ml,0.38567
502063,389,175ml,175ml,0.53994
502063,415,250ml,250ml,0.77134
502063,1454,30g,30g,0.30000
502063,1461,55g,55g,0.55000
502064,341,100ml,100ml,0.30854
502064,383,125ml,125ml,0.38567
502064,389,175ml,175ml,0.53994
502064,415,250ml,250ml,0.77134
502064,1454,30g,30g,0.30000
502064,1461,55g,55g,0.55000
502065,341,100ml,100ml,0.30854
502065,383,125ml,125ml,0.38567
502065,389,175ml,175ml,0.53994
502065,415,250ml,250ml,0.77134
502065,1454,30g,30g,0.30000
502065,1461,55g,55g,0.55000
502066,341,100ml,100ml,0.30854
502066,383,125ml,125ml,0.38567
502066,389,175ml,175ml,0.53994
502066,415,250ml,250ml,0.77134
502066,1454,30g,30g,0.30000
502066,1461,55g,55g,0.55000
502067,341,100ml,100ml,0.16906
502067,383,125ml,125ml,0.21133
502067,389,175ml,175ml,0.29586
502067,415,250ml,250ml,0.42265
502067,1454,30g,30g,0.30000
502069,477,1 breast,1 poitrine,6.90000
502069,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502069,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502069,1455,100g,100g,1.00000
502070,86,1 drumstick,1 pilon,1.64000
502070,343,100ml chopped,100ml haché,0.57058
502070,1032,250ml chopped,250ml haché,1.42645
502070,1455,100g,100g,1.00000
502071,297,1 thigh,1 haut de cuisse,2.61000
502071,343,100ml chopped,100ml haché,0.57058
502071,1032,250ml chopped,250ml haché,1.42645
502071,1455,100g,100g,1.00000
502072,150,1 leg,1 cuisse,4.25000
502072,343,100ml chopped,100ml haché,0.57058
502072,1032,250ml chopped,250ml haché,1.42645
502072,1455,100g,100g,1.00000
502073,307,1 wing,1 aile,1.18000
502073,343,100ml chopped,100ml haché,0.57158
502073,1032,250ml chopped,250ml haché,1.42645
502073,1455,100g,100g,1.00000
502074,477,1 breast,1 poitrine,9.85000
502074,1489,125g,125g,1.25000
502075,86,1 drumstick,1 pilon,2.32000
502075,1489,125g,125g,1.25000
502076,297,1 thigh,1 haut de cuisse,3.67000
502076,1489,125g,125g,1.25000
502077,150,1 leg,1 cuisse,5.99000
502077,1489,125g,125g,1.25000
502078,307,1 wing,1 aile,1.71000
502078,1489,125g,125g,1.25000
502079,86,1 drumstick,1 pilon,2.68720
502079,1489,125g,125g,1.25000
502080,297,1 thigh,1 haut de cuisse,4.23950
502080,1489,125g,125g,1.25000
502081,477,1 breast,1 poitrine,9.59250
502081,1489,125g,125g,1.25000
502082,150,1 leg,1 cuisse,6.26730
502082,1489,125g,125g,1.25000
502083,86,1 drumstick,1 pilon,2.44840
502083,1489,125g,125g,1.25000
502084,297,1 thigh,1 haut de cuisse,3.81890
502084,1489,125g,125g,1.25000
502085,86,1 drumstick,1 pilon,1.75600
502085,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502085,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502085,1455,100g,100g,1.00000
502086,297,1 thigh,1 haut de cuisse,2.99160
502086,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502086,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502086,1455,100g,100g,1.00000
502087,343,100ml chopped,100ml haché,0.57058
502087,477,1 breast,1 poitrine,7.21000
502087,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502087,1455,100g,100g,1.00000
502088,150,1 leg,1 cuisse,4.34500
502088,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502088,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502088,1455,100g,100g,1.00000
502089,86,1 drumstick,1 pilon,1.61960
502089,343,100ml chopped,100ml haché,0.57058
502089,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502089,1455,100g,100g,1.00000
502090,297,1 thigh,1 haut de cuisse,2.72560
502090,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502090,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502090,1455,100g,100g,1.00000
502091,307,1 wing,1 aile,1.76610
502091,1489,125g,125g,1.25000
502092,307,1 wing,1 aile,1.26310
502092,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502092,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502092,1455,100g,100g,1.00000
502093,86,1 drumstick,1 pilon,1.78000
502093,343,100ml chopped,100ml haché,0.57058
502093,1032,250ml chopped,250ml haché,1.42645
502093,1455,100g,100g,1.00000
502094,297,1 thigh,1 haut de cuisse,2.87000
502094,343,100ml chopped,100ml haché,0.57085
502094,1032,250ml chopped,250ml haché,1.42645
502094,1455,100g,100g,1.00000
502094,1496,75g,75g,0.75000
502097,196,1 piece,1 morceau,1.13000
502097,1457,140g,140g,1.40000
502098,86,1 drumstick,1 pilon,2.57000
502098,1489,125g,125g,1.25000
502099,297,1 thigh,1 haut de cuisse,4.24000
502099,1489,125g,125g,1.25000
502099,502468,,,0.90000
502100,86,1 drumstick,1 pilon,1.86610
502100,1489,125g,125g,1.25000
502101,86,1 drumstick,1 pilon,1.11200
502101,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502101,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502101,1455,100g,100g,1.00000
502102,86,1 drumstick,1 pilon,1.69210
502102,1489,125g,125g,1.25000
502103,86,1 drumstick,1 pilon,1.00780
502103,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502103,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502103,1455,100g,100g,1.00000
502104,297,1 thigh,1 haut de cuisse,2.54220
502104,1489,125g,125g,1.25000
502105,297,1 thigh,1 haut de cuisse,1.83630
502105,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502105,1124,250ml chopped or diced,250ml haché ou en dés,1.45645
502105,1455,100g,100g,1.00000
502106,297,1 thigh,1 haut de cuisse,2.31040
502106,1489,125g,125g,1.25000
502107,297,1 thigh,1 haut de cuisse,1.68070
502107,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502107,1124,250ml chopped or diced,250ml haché ou en dés,1.42645
502107,1455,100g,100g,1.00000
502108,315,1/2 back,1/2 dos,0.85625
502108,1032,250ml chopped,250ml haché,1.42645
502108,1122,100ml chopped or diced,100ml haché ou en dés,0.57058
502108,1455,100g,100g,1.00000
502108,1496,75g,75g,0.75000
502109,315,1/2 back,1/2 dos,0.97200
502109,1489,125g,125g,1.25000
502109,502468,,,0.90000
502110,385,15ml,15ml,0.16100
502110,415,250ml,250ml,2.71555
502110,428,30ml,30ml,0.32200
502112,196,1 piece,1 morceau,0.19000
502112,1470,85g,85g,0.85000
502112,502459,4 pieces,4 morceaux,0.76000
502113,341,100ml,100ml,0.16906
502113,389,175ml,175ml,0.29586
502113,415,250ml,250ml,0.42265
502113,1454,30g,30g,0.30000
502114,341,100ml,100ml,0.22823
502114,415,250ml,250ml,0.57058
502114,1454,30g,30g,0.30000
502115,341,100ml,100ml,0.24091
502115,415,250ml,250ml,0.60228
502115,1454,30g,30g,0.30000
502115,1461,55g,55g,0.55000
502116,341,100ml,100ml,0.18598
502116,389,175ml,175ml,0.32544
502116,415,250ml,250ml,0.46495
502116,1454,30g,30g,0.30000
502117,341,100ml,100ml,0.23669
502117,415,250ml,250ml,0.59172
502117,1454,30g,30g,0.30000
502117,1461,55g,55g,0.55000
502118,341,100ml,100ml,0.27613
502118,389,175ml,175ml,0.48323
502118,415,250ml,250ml,0.69033
502118,1454,30g,30g,0.30000
502118,1461,55g,55g,0.55000
502120,341,100ml,100ml,0.16343
502120,389,175ml,175ml,0.28500
502120,1454,30g,30g,0.30000
502121,341,100ml,100ml,0.18259
502121,415,250ml,250ml,0.45645
502121,1454,30g,30g,0.30000
502121,1461,55g,55g,0.55000
502123,341,100ml,100ml,0.16906
502123,389,175ml,175ml,0.29586
502123,415,250ml,250ml,0.42265
502123,1454,30g,30g,0.30000
502124,341,100ml,100ml,0.12680
502124,415,250ml,250ml,0.31700
502124,1454,30g,30g,0.30000
502125,341,100ml,100ml,0.25359
502125,383,125ml,125ml,0.31700
502125,415,250ml,250ml,0.63398
502125,1454,30g,30g,0.30000
502125,1461,55g,55g,0.55000
502126,341,100ml,100ml,0.23246
502126,415,250ml,250ml,0.58115
502126,1454,30g,30g,0.30000
502126,1461,55g,55g,0.55000
502127,341,100ml,100ml,0.16343
502127,389,175ml,175ml,0.28600
502127,415,250ml,250ml,0.40858
502127,1454,30g,30g,0.30000
502128,341,100ml,100ml,0.18597
502128,415,250ml,250ml,0.46492
502128,1454,30g,30g,0.30000
502128,1461,55g,55g,0.55000
502129,341,100ml,100ml,0.06340
502129,415,250ml,250ml,0.15949
502129,1454,30g,30g,0.30000
502129,1467,15g,15g,0.15000
502130,1454,30g,30g,0.30000
502131,341,100ml,100ml,0.12680
502131,345,100ml crumbs,100ml miettes,0.37162
502131,415,250ml,250ml,0.31700
502131,1454,30g,30g,0.30000
502131,502488,60ml crumbs,60ml miettes,0.22290
502131,502489,125ml crumbs,125ml miettes,0.46450
502132,341,100ml,100ml,0.16906
502132,389,175ml,175ml,0.29586
502132,415,250ml,250ml,0.42265
502132,1454,30g,30g,0.30000
502133,341,100ml,100ml,0.34236
502133,389,175ml,175ml,0.59913
502133,415,250ml,250ml,0.85590
502133,1454,30g,30g,0.30000
502133,1461,55g,55g,0.55000
502134,1489,125g,125g,1.25000
502135,338,10 slices (0.6cm x 6.3cm dia),10 tranches (0.6cm x 6.3cm dia),0.53000
502135,341,100ml,100ml,0.49873
502135,383,125ml,125ml,0.62342
502135,415,250ml,250ml,1.24680
502135,1457,140g,140g,1.40000
502136,196,1 piece,1 morceau,0.05400
502136,341,100ml,100ml,0.22823
502136,383,125ml,125ml,0.28529
502136,415,250ml,250ml,0.57058
502136,1470,85g,85g,0.85000
502137,196,1 piece,1 morceau,0.12900
502137,341,100ml,100ml,0.27895
502137,383,125ml,125ml,0.34868
502137,415,250ml,250ml,0.69738
502137,1470,85g,85g,0.85000
502138,502462,1 order,1 commande,5.74000
502139,1457,140g,140g,1.40000
502139,1670,3 pieces,3 morceaux,0.73000
502139,502462,1 order,1 commande,6.37000
502140,1461,55g,55g,0.55000
502141,502462,1 order,1 commande,6.04000
502142,1470,85g,85g,0.85000
502142,502463,1 bulb peeled,1 bulbe pelé,0.12600
502142,502464,"5 bulbs, peeled",5 bulbes pelés,0.63000
502143,26,1 bulb,1 bulbe,0.14000
502143,1470,85g,85g,0.85000
502143,502464,"5 bulbs, peeled",5 bulbes pelés,0.70000
502144,341,100ml,100ml,0.37616
502144,383,125ml,125ml,0.47020
502144,415,250ml,250ml,0.94040
502144,1470,85g,85g,0.85000
502145,196,1 piece,1 morceau,0.39000
502145,383,125ml,125ml,1.17290
502145,402,2 pieces,2 morceaux,0.78000
502146,196,1 piece,1 morceau,1.66000
502146,1457,140g,140g,1.40000
502147,196,1 piece,1 morceau,1.42000
502147,1457,140g,140g,1.40000
502148,341,100ml,100ml,1.05566
502148,383,125ml,125ml,1.31958
502148,415,250ml,250ml,2.63915
502150,341,100ml,100ml,0.98900
502150,383,125ml,125ml,1.23630
502150,415,250ml,250ml,2.47250
502151,1489,125g,125g,1.25000
502152,1455,100g,100g,1.00000
502153,341,100ml,100ml,1.02280
502153,383,125ml,125ml,1.27853
502153,385,15ml,15ml,0.15340
502153,415,250ml,250ml,2.55700
502157,341,100ml,100ml,1.01380
502157,383,125ml,125ml,1.26730
502157,389,175ml,175ml,1.77420
502157,415,250ml,250ml,2.53450
502157,987,175g,175g,1.75000
502158,341,100ml,100ml,1.05180
502158,383,125ml,125ml,1.31480
502158,389,175ml,175ml,1.84070
502158,415,250ml,250ml,2.62950
502158,987,175g,175g,1.75000
502159,341,100ml,100ml,1.05390
502159,383,125ml,125ml,1.31740
502159,389,175ml,175ml,1.84430
502159,415,250ml,250ml,2.63480
502159,987,175g,175g,1.75000
502160,341,100ml,100ml,1.05390
502160,383,125ml,125ml,1.31740
502160,389,175ml,175ml,1.84430
502160,415,250ml,250ml,2.63480
502160,987,175g,175g,1.75000
502161,341,100ml,100ml,1.05290
502161,383,125ml,125ml,1.31610
502161,389,175ml,175ml,1.84260
502161,415,250ml,250ml,2.63230
502161,987,175g,175g,1.75000
502162,341,100ml,100ml,1.09790
502162,383,125ml,125ml,1.37240
502162,389,175ml,175ml,1.92130
502162,415,250ml,250ml,2.74480
502162,987,175g,175g,1.75000
502163,341,100ml,100ml,1.05580
502163,383,125ml,125ml,1.31980
502163,389,175ml,175ml,1.84770
502163,415,250ml,250ml,2.63950
502163,987,175g,175g,1.75000
502164,341,100ml,100ml,1.07220
502164,383,125ml,125ml,1.34030
502164,389,175ml,175ml,1.87640
502164,415,250ml,250ml,2.68050
502164,987,175g,175g,1.75000
502165,341,100ml,100ml,1.09800
502165,383,125ml,125ml,1.37250
502165,389,175ml,175ml,1.92150
502165,415,250ml,250ml,2.74500
502165,987,175g,175g,1.75000
502167,341,100ml,100ml,1.07220
502167,383,125ml,125ml,1.34030
502167,389,175ml,175ml,1.87640
502167,415,250ml,250ml,2.68050
502167,987,175g,175g,1.75000
502168,341,100ml,100ml,1.04100
502168,383,125ml,125ml,1.30130
502168,389,175ml,175ml,1.82180
502168,415,250ml,250ml,2.60250
502168,987,175g,175g,1.75000
502169,341,100ml,100ml,1.04100
502169,383,125ml,125ml,1.30130
502169,389,175ml,175ml,1.82180
502169,415,250ml,250ml,2.60250
502169,987,175g,175g,1.75000
502170,341,100ml,100ml,1.05810
502170,383,125ml,125ml,1.32260
502170,389,175ml,175ml,1.85170
502170,415,250ml,250ml,2.64530
502170,987,175g,175g,1.75000
502171,341,100ml,100ml,1.05810
502171,383,125ml,125ml,1.32260
502171,389,175ml,175ml,1.85170
502171,415,250ml,250ml,2.64530
502171,987,175g,175g,1.75000
502172,341,100ml,100ml,1.08950
502172,383,125ml,125ml,1.36190
502172,389,175ml,175ml,1.90660
502172,415,250ml,250ml,2.72380
502172,987,175g,175g,1.75000
502173,341,100ml,100ml,1.09800
502173,383,125ml,125ml,1.37250
502173,389,175ml,175ml,1.92150
502173,415,250ml,250ml,2.74500
502173,987,175g,175g,1.75000
502174,341,100ml,100ml,1.07220
502174,383,125ml,125ml,1.34025
502174,389,175ml,175ml,1.87635
502174,415,250ml,250ml,2.68050
502174,987,175g,175g,1.75000
502176,341,100ml,100ml,1.09250
502176,383,125ml,125ml,1.36560
502176,389,175ml,175ml,1.91190
502176,415,250ml,250ml,2.73130
502176,987,175g,175g,1.75000
502178,341,100ml,100ml,1.08950
502178,383,125ml,125ml,1.36190
502178,389,175ml,175ml,1.90660
502178,415,250ml,250ml,2.72380
502178,987,175g,175g,1.75000
502179,341,100ml,100ml,1.09800
502179,383,125ml,125ml,1.37250
502179,389,175ml,175ml,1.92150
502179,415,250ml,250ml,2.74500
502179,987,175g,175g,1.75000
502180,341,100ml,100ml,1.02990
502180,383,125ml,125ml,1.28340
502180,389,175ml,175ml,1.80230
502180,415,250ml,250ml,2.57480
502180,987,175g,175g,1.75000
502181,341,100ml,100ml,1.07020
502181,383,125ml,125ml,1.33780
502181,389,175ml,175ml,1.87290
502181,415,250ml,250ml,2.67550
502181,987,175g,175g,1.75000
502182,341,100ml,100ml,1.06150
502182,383,125ml,125ml,1.32690
502182,389,175ml,175ml,1.85800
502182,415,250ml,250ml,2.65380
502182,987,175g,175g,1.75000
502183,341,100ml,100ml,1.06150
502183,383,125ml,125ml,1.32690
502183,389,175ml,175ml,1.85760
502183,415,250ml,250ml,2.65380
502183,987,175g,175g,1.75000
502184,341,100ml,100ml,1.07150
502184,383,125ml,125ml,1.33940
502184,389,175ml,175ml,1.87510
502184,415,250ml,250ml,2.67880
502184,987,175g,175g,1.75000
502185,341,100ml,100ml,1.05590
502185,383,125ml,125ml,1.31990
502185,389,175ml,175ml,1.84780
502185,415,250ml,250ml,2.63980
502185,987,175g,175g,1.75000
502186,341,100ml,100ml,1.07150
502186,383,125ml,125ml,1.33940
502186,389,175ml,175ml,1.87510
502186,415,250ml,250ml,2.67880
502186,987,175g,175g,1.75000
502187,341,100ml,100ml,1.07150
502187,383,125ml,125ml,1.33940
502187,389,175ml,175ml,1.87510
502187,415,250ml,250ml,2.67880
502187,987,175g,175g,1.75000
502188,341,100ml,100ml,1.01010
502188,383,125ml,125ml,1.26260
502188,389,175ml,175ml,1.76770
502188,415,250ml,250ml,2.52530
502188,987,175g,175g,1.75000
502189,341,100ml,100ml,1.05650
502189,383,125ml,125ml,1.32060
502189,389,175ml,175ml,1.84890
502189,415,250ml,250ml,2.64130
502189,987,175g,175g,1.75000
502190,341,100ml,100ml,1.07310
502190,383,125ml,125ml,1.34140
502190,389,175ml,175ml,1.87790
502190,415,250ml,250ml,2.68275
502190,987,175g,175g,1.75000
502191,341,100ml,100ml,1.04340
502191,383,125ml,125ml,1.30430
502191,389,175ml,175ml,1.82600
502191,415,250ml,250ml,2.60850
502191,987,175g,175g,1.75000
502192,341,100ml,100ml,1.04340
502192,383,125ml,125ml,1.30430
502192,389,175ml,175ml,1.82600
502192,415,250ml,250ml,2.60850
502192,987,175g,175g,1.75000
502193,341,100ml,100ml,1.04710
502193,383,125ml,125ml,1.30890
502193,389,175ml,175ml,1.83240
502193,415,250ml,250ml,2.61780
502193,987,175g,175g,1.75000
502194,341,100ml,100ml,1.04710
502194,383,125ml,125ml,1.30890
502194,389,175ml,175ml,1.83240
502194,415,250ml,250ml,2.61780
502194,987,175g,175g,1.75000
502195,341,100ml,100ml,1.04710
502195,383,125ml,125ml,1.30890
502195,389,175ml,175ml,1.83240
502195,415,250ml,250ml,2.61780
502195,987,175g,175g,1.75000
502196,341,100ml,100ml,1.06090
502196,383,125ml,125ml,1.32610
502196,389,175ml,175ml,1.85660
502196,415,250ml,250ml,2.65220
502196,987,175g,175g,1.75000
502198,341,100ml,100ml,1.06090
502198,383,125ml,125ml,1.32610
502198,389,175ml,175ml,1.85660
502198,415,250ml,250ml,2.65220
